0x23fc 1 ..XXXXXXXX...X.., 9 bits, 2 clusters
0x23fe 1 .XXXXXXXXX...X.., 10 bits, 2 clusters
0x23ff 1 XXXXXXXXXX...X.., 11 bits, 2 clusters
0x2400 1 ..........X..X.., 2 bits, 2 clusters
0x2401 1 X.........X..X.., 3 bits, 3 clusters
0x2402 1 .X........X..X.., 3 bits, 3 clusters
0x2403 1 XX........X..X.., 4 bits, 3 clusters
0x2404 1 ..X.......X..X.., 3 bits, 3 clusters
0x2406 1 .XX.......X..X.., 4 bits, 3 clusters
0x2407 1 XXX.......X..X.., 5 bits, 3 clusters
0x2408 1 ...X......X..X.., 3 bits, 3 clusters
0x2409 1 X..X......X..X.., 4 bits, 4 clusters
0x240c 1 ..XX......X..X.., 4 bits, 3 clusters
0x240e 1 .XXX......X..X.., 5 bits, 3 clusters
0x240f 1 XXXX......X..X.., 6 bits, 3 clusters
0x2410 1 ....X.....X..X.., 3 bits, 3 clusters
0x2411 1 X...X.....X..X.., 4 bits, 4 clusters
0x2412 1 .X..X.....X..X.., 4 bits, 4 clusters
0x2413 1 XX..X.....X..X.., 5 bits, 4 clusters
0x2418 1 ...XX.....X..X.., 4 bits, 3 clusters
0x2419 1 X..XX.....X..X.., 5 bits, 4 clusters
0x241c 1 ..XXX.....X..X.., 5 bits, 3 clusters
0x241e 1 .XXXX.....X..X.., 6 bits, 3 clusters
0x241f 1 XXXXX.....X..X.., 7 bits, 3 clusters
0x2420 1 .....X....X..X.., 3 bits, 3 clusters
0x2421 1 X....X....X..X.., 4 bits, 4 clusters
0x2422 1 .X...X....X..X.., 4 bits, 4 clusters
0x2423 1 XX...X....X..X.., 5 bits, 4 clusters
0x2424 1 ..X..X....X..X.., 4 bits, 4 clusters
0x2426 1 .XX..X....X..X.., 5 bits, 4 clusters
0x2427 1 XXX..X....X..X.., 6 bits, 4 clusters
0x2430 1 ....XX....X..X.., 4 bits, 3 clusters
0x2431 1 X...XX....X..X.., 5 bits, 4 clusters
0x2432 1 .X..XX....X..X.., 5 bits, 4 clusters
0x2433 1 XX..XX....X..X.., 6 bits, 4 clusters
0x2438 1 ...XXX....X..X.., 5 bits, 3 clusters
0x2439 1 X..XXX....X..X.., 6 bits, 4 clusters
0x243c 1 ..XXXX....X..X.., 6 bits, 3 clusters
0x243e 1 .XXXXX....X..X.., 7 bits, 3 clusters
0x243f 1 XXXXXX....X..X.., 8 bits, 3 clusters
0x2440 1 ......X...X..X.., 3 bits, 3 clusters
0x2441 1 X.....X...X..X.., 4 bits, 4 clusters
0x2442 1 .X....X...X..X.., 4 bits, 4 clusters
0x2443 1 XX....X...X..X.., 5 bits, 4 clusters
0x2444 1 ..X...X...X..X.., 4 bits, 4 clusters
0x2446 1 .XX...X...X..X.., 5 bits, 4 clusters
0x2447 1 XXX...X...X..X.., 6 bits, 4 clusters
0x2448 1 ...X..X...X..X.., 4 bits, 4 clusters
0x2449 1 X..X..X...X..X.., 5 bits, 5 clusters
0x244c 1 ..XX..X...X..X.., 5 bits, 4 clusters
0x244e 1 .XXX..X...X..X.., 6 bits, 4 clusters
0x244f 1 XXXX..X...X..X.., 7 bits, 4 clusters
0x2460 1 .....XX...X..X.., 4 bits, 3 clusters
0x2461 1 X....XX...X..X.., 5 bits, 4 clusters
0x2462 1 .X...XX...X..X.., 5 bits, 4 clusters
0x2463 1 XX...XX...X..X.., 6 bits, 4 clusters
0x2464 1 ..X..XX...X..X.., 5 bits, 4 clusters
0x2466 1 .XX..XX...X..X.., 6 bits, 4 clusters
0x2467 1 XXX..XX...X..X.., 7 bits, 4 clusters
0x2470 1 ....XXX...X..X.., 5 bits, 3 clusters
0x2471 1 X...XXX...X..X.., 6 bits, 4 clusters
0x2472 1 .X..XXX...X..X.., 6 bits, 4 clusters
0x2473 1 XX..XXX...X..X.., 7 bits, 4 clusters
0x2478 1 ...XXXX...X..X.., 6 bits, 3 clusters
0x2479 1 X..XXXX...X..X.., 7 bits, 4 clusters
0x247c 1 ..XXXXX...X..X.., 7 bits, 3 clusters
0x247e 1 .XXXXXX...X..X.., 8 bits, 3 clusters
0x247f 1 XXXXXXX...X..X.., 9 bits, 3 clusters
0x2480 1 .......X..X..X.., 3 bits, 3 clusters
0x2481 1 X......X..X..X.., 4 bits, 4 clusters
0x2482 1 .X.....X..X..X.., 4 bits, 4 clusters
0x2483 1 XX.....X..X..X.., 5 bits, 4 clusters
0x2484 1 ..X....X..X..X.., 4 bits, 4 clusters
0x2486 1 .XX....X..X..X.., 5 bits, 4 clusters
0x2487 1 XXX....X..X..X.., 6 bits, 4 clusters
0x2488 1 ...X...X..X..X.., 4 bits, 4 clusters
0x2489 1 X..X...X..X..X.., 5 bits, 5 clusters
0x248c 1 ..XX...X..X..X.., 5 bits, 4 clusters
0x248e 1 .XXX...X..X..X.., 6 bits, 4 clusters
0x248f 1 XXXX...X..X..X.., 7 bits, 4 clusters
0x2490 1 ....X..X..X..X.., 4 bits, 4 clusters
0x2491 1 X...X..X..X..X.., 5 bits, 5 clusters
0x2492 1 .X..X..X..X..X.., 5 bits, 5 clusters
0x2493 1 XX..X..X..X..X.., 6 bits, 5 clusters
0x2498 1 ...XX..X..X..X.., 5 bits, 4 clusters
0x2499 1 X..XX..X..X..X.., 6 bits, 5 clusters
0x249c 1 ..XXX..X..X..X.., 6 bits, 4 clusters
0x249e 1 .XXXX..X..X..X.., 7 bits, 4 clusters
0x249f 1 XXXXX..X..X..X.., 8 bits, 4 clusters
0x24c0 1 ......XX..X..X.., 4 bits, 3 clusters
0x24c1 1 X.....XX..X..X.., 5 bits, 4 clusters
0x24c2 1 .X....XX..X..X.., 5 bits, 4 clusters
0x24c3 1 XX....XX..X..X.., 6 bits, 4 clusters
0x24c4 1 ..X...XX..X..X.., 5 bits, 4 clusters
0x24c6 1 .XX...XX..X..X.., 6 bits, 4 clusters
0x24c7 1 XXX...XX..X..X.., 7 bits, 4 clusters
0x24c8 1 ...X..XX..X..X.., 5 bits, 4 clusters
0x24c9 1 X..X..XX..X..X.., 6 bits, 5 clusters
0x24cc 1 ..XX..XX..X..X.., 6 bits, 4 clusters
0x24ce 1 .XXX..XX..X..X.., 7 bits, 4 clusters
0x24cf 1 XXXX..XX..X..X.., 8 bits, 4 clusters
0x24e0 1 .....XXX..X..X.., 5 bits, 3 clusters
0x24e1 1 X....XXX..X..X.., 6 bits, 4 clusters
0x24e2 1 .X...XXX..X..X.., 6 bits, 4 clusters
0x24e3 1 XX...XXX..X..X.., 7 bits, 4 clusters
0x24e4 1 ..X..XXX..X..X.., 6 bits, 4 clusters
0x24e6 1 .XX..XXX..X..X.., 7 bits, 4 clusters
0x24e7 1 XXX..XXX..X..X.., 8 bits, 4 clusters
0x24f0 1 ....XXXX..X..X.., 6 bits, 3 clusters
0x24f1 1 X...XXXX..X..X.., 7 bits, 4 clusters
0x24f2 1 .X..XXXX..X..X.., 7 bits, 4 clusters
0x24f3 1 XX..XXXX..X..X.., 8 bits, 4 clusters
0x24f8 1 ...XXXXX..X..X.., 7 bits, 3 clusters
0x24f9 1 X..XXXXX..X..X.., 8 bits, 4 clusters
0x24fc 1 ..XXXXXX..X..X.., 8 bits, 3 clusters
0x24fe 1 .XXXXXXX..X..X.., 9 bits, 3 clusters
0x24ff 1 XXXXXXXX..X..X.., 10 bits, 3 clusters
0x2600 1 .........XX..X.., 3 bits, 2 clusters
0x2601 1 X........XX..X.., 4 bits, 3 clusters
0x2602 1 .X.......XX..X.., 4 bits, 3 clusters
0x2603 1 XX.......XX..X.., 5 bits, 3 clusters
0x2604 1 ..X......XX..X.., 4 bits, 3 clusters
0x2606 1 .XX......XX..X.., 5 bits, 3 clusters
0x2607 1 XXX......XX..X.., 6 bits, 3 clusters
0x2608 1 ...X.....XX..X.., 4 bits, 3 clusters
0x2609 1 X..X.....XX..X.., 5 bits, 4 clusters
0x260c 1 ..XX.....XX..X.., 5 bits, 3 clusters
0x260e 1 .XXX.....XX..X.., 6 bits, 3 clusters
0x260f 1 XXXX.....XX..X.., 7 bits, 3 clusters
0x2610 1 ....X....XX..X.., 4 bits, 3 clusters
0x2611 1 X...X....XX..X.., 5 bits, 4 clusters
0x2612 1 .X..X....XX..X.., 5 bits, 4 clusters
0x2613 1 XX..X....XX..X.., 6 bits, 4 clusters
0x2618 1 ...XX....XX..X.., 5 bits, 3 clusters
0x2619 1 X..XX....XX..X.., 6 bits, 4 clusters
0x261c 1 ..XXX....XX..X.., 6 bits, 3 clusters
0x261e 1 .XXXX....XX..X.., 7 bits, 3 clusters
0x261f 1 XXXXX....XX..X.., 8 bits, 3 clusters
0x2620 1 .....X...XX..X.., 4 bits, 3 clusters
0x2621 1 X....X...XX..X.., 5 bits, 4 clusters
0x2622 1 .X...X...XX..X.., 5 bits, 4 clusters
0x2623 1 XX...X...XX..X.., 6 bits, 4 clusters
0x2624 1 ..X..X...XX..X.., 5 bits, 4 clusters
0x2626 1 .XX..X...XX..X.., 6 bits, 4 clusters
0x2627 1 XXX..X...XX..X.., 7 bits, 4 clusters
0x2630 1 ....XX...XX..X.., 5 bits, 3 clusters
0x2631 1 X...XX...XX..X.., 6 bits, 4 clusters
0x2632 1 .X..XX...XX..X.., 6 bits, 4 clusters
0x2633 1 XX..XX...XX..X.., 7 bits, 4 clusters
0x2638 1 ...XXX...XX..X.., 6 bits, 3 clusters
0x2639 1 X..XXX...XX..X.., 7 bits, 4 clusters
0x263c 1 ..XXXX...XX..X.., 7 bits, 3 clusters
0x263e 1 .XXXXX...XX..X.., 8 bits, 3 clusters
0x263f 1 XXXXXX...XX..X.., 9 bits, 3 clusters
0x2640 1 ......X..XX..X.., 4 bits, 3 clusters
0x2641 1 X.....X..XX..X.., 5 bits, 4 clusters
0x2642 1 .X....X..XX..X.., 5 bits, 4 clusters
0x2643 1 XX....X..XX..X.., 6 bits, 4 clusters
0x2644 1 ..X...X..XX..X.., 5 bits, 4 clusters
0x2646 1 .XX...X..XX..X.., 6 bits, 4 clusters
0x2647 1 XXX...X..XX..X.., 7 bits, 4 clusters
0x2648 1 ...X..X..XX..X.., 5 bits, 4 clusters
0x2649 1 X..X..X..XX..X.., 6 bits, 5 clusters
0x264c 1 ..XX..X..XX..X.., 6 bits, 4 clusters
0x264e 1 .XXX..X..XX..X.., 7 bits, 4 clusters
0x264f 1 XXXX..X..XX..X.., 8 bits, 4 clusters
0x2660 1 .....XX..XX..X.., 5 bits, 3 clusters
0x2661 1 X....XX..XX..X.., 6 bits, 4 clusters
0x2662 1 .X...XX..XX..X.., 6 bits, 4 clusters
0x2663 1 XX...XX..XX..X.., 7 bits, 4 clusters
0x2664 1 ..X..XX..XX..X.., 6 bits, 4 clusters
0x2666 1 .XX..XX..XX..X.., 7 bits, 4 clusters
0x2667 1 XXX..XX..XX..X.., 8 bits, 4 clusters
0x2670 1 ....XXX..XX..X.., 6 bits, 3 clusters
0x2671 1 X...XXX..XX..X.., 7 bits, 4 clusters
0x2672 1 .X..XXX..XX..X.., 7 bits, 4 clusters
0x2673 1 XX..XXX..XX..X.., 8 bits, 4 clusters
0x2678 1 ...XXXX..XX..X.., 7 bits, 3 clusters
0x2679 1 X..XXXX..XX..X.., 8 bits, 4 clusters
0x267c 1 ..XXXXX..XX..X.., 8 bits, 3 clusters
0x267e 1 .XXXXXX..XX..X.., 9 bits, 3 clusters
0x267f 1 XXXXXXX..XX..X.., 10 bits, 3 clusters
0x2700 1 ........XXX..X.., 4 bits, 2 clusters
0x2701 1 X.......XXX..X.., 5 bits, 3 clusters
0x2702 1 .X......XXX..X.., 5 bits, 3 clusters
0x2703 1 XX......XXX..X.., 6 bits, 3 clusters
0x2704 1 ..X.....XXX..X.., 5 bits, 3 clusters
0x2706 1 .XX.....XXX..X.., 6 bits, 3 clusters
0x2707 1 XXX.....XXX..X.., 7 bits, 3 clusters
0x2708 1 ...X....XXX..X.., 5 bits, 3 clusters
0x2709 1 X..X....XXX..X.., 6 bits, 4 clusters
0x270c 1 ..XX....XXX..X.., 6 bits, 3 clusters
0x270e 1 .XXX....XXX..X.., 7 bits, 3 clusters
0x270f 1 XXXX....XXX..X.., 8 bits, 3 clusters
0x2710 1 ....X...XXX..X.., 5 bits, 3 clusters
0x2711 1 X...X...XXX..X.., 6 bits, 4 clusters
0x2712 1 .X..X...XXX..X.., 6 bits, 4 clusters
0x2713 1 XX..X...XXX..X.., 7 bits, 4 clusters
0x2718 1 ...XX...XXX..X.., 6 bits, 3 clusters
0x2719 1 X..XX...XXX..X.., 7 bits, 4 clusters
0x271c 1 ..XXX...XXX..X.., 7 bits, 3 clusters
0x271e 1 .XXXX...XXX..X.., 8 bits, 3 clusters
0x271f 1 XXXXX...XXX..X.., 9 bits, 3 clusters
0x2720 1 .....X..XXX..X.., 5 bits, 3 clusters
0x2721 1 X....X..XXX..X.., 6 bits, 4 clusters
0x2722 1 .X...X..XXX..X.., 6 bits, 4 clusters
0x2723 1 XX...X..XXX..X.., 7 bits, 4 clusters
0x2724 1 ..X..X..XXX..X.., 6 bits, 4 clusters
0x2726 1 .XX..X..XXX..X.., 7 bits, 4 clusters
0x2727 1 XXX..X..XXX..X.., 8 bits, 4 clusters
0x2730 1 ....XX..XXX..X.., 6 bits, 3 clusters
0x2731 1 X...XX..XXX..X.., 7 bits, 4 clusters
0x2732 1 .X..XX..XXX..X.., 7 bits, 4 clusters
0x2733 1 XX..XX..XXX..X.., 8 bits, 4 clusters
0x2738 1 ...XXX..XXX..X.., 7 bits, 3 clusters
0x2739 1 X..XXX..XXX..X.., 8 bits, 4 clusters
0x273c 1 ..XXXX..XXX..X.., 8 bits, 3 clusters
0x273e 1 .XXXXX..XXX..X.., 9 bits, 3 clusters
0x273f 1 XXXXXX..XXX..X.., 10 bits, 3 clusters
0x2780 1 .......XXXX..X.., 5 bits, 2 clusters
0x2781 1 X......XXXX..X.., 6 bits, 3 clusters
0x2782 1 .X.....XXXX..X.., 6 bits, 3 clusters
0x2783 1 XX.....XXXX..X.., 7 bits, 3 clusters
0x2784 1 ..X....XXXX..X.., 6 bits, 3 clusters
0x2786 1 .XX....XXXX..X.., 7 bits, 3 clusters
0x2787 1 XXX....XXXX..X.., 8 bits, 3 clusters
0x2788 1 ...X...XXXX..X.., 6 bits, 3 clusters
0x2789 1 X..X...XXXX..X.., 7 bits, 4 clusters
0x278c 1 ..XX...XXXX..X.., 7 bits, 3 clusters
0x278e 1 .XXX...XXXX..X.., 8 bits, 3 clusters
0x278f 1 XXXX...XXXX..X.., 9 bits, 3 clusters
0x2790 1 ....X..XXXX..X.., 6 bits, 3 clusters
0x2791 1 X...X..XXXX..X.., 7 bits, 4 clusters
0x2792 1 .X..X..XXXX..X.., 7 bits, 4 clusters
0x2793 1 XX..X..XXXX..X.., 8 bits, 4 clusters
0x2798 1 ...XX..XXXX..X.., 7 bits, 3 clusters
0x2799 1 X..XX..XXXX..X.., 8 bits, 4 clusters
0x279c 1 ..XXX..XXXX..X.., 8 bits, 3 clusters
0x279e 1 .XXXX..XXXX..X.., 9 bits, 3 clusters
0x279f 1 XXXXX..XXXX..X.., 10 bits, 3 clusters
0x27c0 1 ......XXXXX..X.., 6 bits, 2 clusters
0x27c1 1 X.....XXXXX..X.., 7 bits, 3 clusters
0x27c2 1 .X....XXXXX..X.., 7 bits, 3 clusters
0x27c3 1 XX....XXXXX..X.., 8 bits, 3 clusters
0x27c4 1 ..X...XXXXX..X.., 7 bits, 3 clusters
0x27c6 1 .XX...XXXXX..X.., 8 bits, 3 clusters
0x27c7 1 XXX...XXXXX..X.., 9 bits, 3 clusters
0x27c8 1 ...X..XXXXX..X.., 7 bits, 3 clusters
0x27c9 1 X..X..XXXXX..X.., 8 bits, 4 clusters
0x27cc 1 ..XX..XXXXX..X.., 8 bits, 3 clusters
0x27ce 1 .XXX..XXXXX..X.., 9 bits, 3 clusters
0x27cf 1 XXXX..XXXXX..X.., 10 bits, 3 clusters
0x27e0 1 .....XXXXXX..X.., 7 bits, 2 clusters
0x27e1 1 X....XXXXXX..X.., 8 bits, 3 clusters
0x27e2 1 .X...XXXXXX..X.., 8 bits, 3 clusters
0x27e3 1 XX...XXXXXX..X.., 9 bits, 3 clusters
0x27e4 1 ..X..XXXXXX..X.., 8 bits, 3 clusters
0x27e6 1 .XX..XXXXXX..X.., 9 bits, 3 clusters
0x27e7 1 XXX..XXXXXX..X.., 10 bits, 3 clusters
0x27f0 1 ....XXXXXXX..X.., 8 bits, 2 clusters
0x27f1 1 X...XXXXXXX..X.., 9 bits, 3 clusters
0x27f2 1 .X..XXXXXXX..X.., 9 bits, 3 clusters
0x27f3 1 XX..XXXXXXX..X.., 10 bits, 3 clusters
0x27f8 1 ...XXXXXXXX..X.., 9 bits, 2 clusters
0x27f9 1 X..XXXXXXXX..X.., 10 bits, 3 clusters
0x27fc 1 ..XXXXXXXXX..X.., 10 bits, 2 clusters
0x27fe 1 .XXXXXXXXXX..X.., 11 bits, 2 clusters
0x27ff 1 XXXXXXXXXXX..X.., 12 bits, 2 clusters
0x3001 1 X...........XX.., 3 bits, 2 clusters
0x3002 1 .X..........XX.., 3 bits, 2 clusters
0x3003 1 XX..........XX.., 4 bits, 2 clusters
0x3004 1 ..X.........XX.., 3 bits, 2 clusters
0x3006 1 .XX.........XX.., 4 bits, 2 clusters
0x3007 1 XXX.........XX.., 5 bits, 2 clusters
0x3008 1 ...X........XX.., 3 bits, 2 clusters
0x3009 1 X..X........XX.., 4 bits, 3 clusters
0x300c 1 ..XX........XX.., 4 bits, 2 clusters
0x300e 1 .XXX........XX.., 5 bits, 2 clusters
0x300f 1 XXXX........XX.., 6 bits, 2 clusters
0x3010 1 ....X.......XX.., 3 bits, 2 clusters
0x3011 1 X...X.......XX.., 4 bits, 3 clusters
0x3012 1 .X..X.......XX.., 4 bits, 3 clusters
0x3013 1 XX..X.......XX.., 5 bits, 3 clusters
0x3018 1 ...XX.......XX.., 4 bits, 2 clusters
0x3019 1 X..XX.......XX.., 5 bits, 3 clusters
0x301c 1 ..XXX.......XX.., 5 bits, 2 clusters
0x301e 1 .XXXX.......XX.., 6 bits, 2 clusters
0x301f 1 XXXXX.......XX.., 7 bits, 2 clusters
0x3020 1 .....X......XX.., 3 bits, 2 clusters
0x3021 1 X....X......XX.., 4 bits, 3 clusters
0x3022 1 .X...X......XX.., 4 bits, 3 clusters
0x3023 1 XX...X......XX.., 5 bits, 3 clusters
0x3024 1 ..X..X......XX.., 4 bits, 3 clusters
0x3026 1 .XX..X......XX.., 5 bits, 3 clusters
0x3027 1 XXX..X......XX.., 6 bits, 3 clusters
0x3030 1 ....XX......XX.., 4 bits, 2 clusters
0x3031 1 X...XX......XX.., 5 bits, 3 clusters
0x3032 1 .X..XX......XX.., 5 bits, 3 clusters
0x3033 1 XX..XX......XX.., 6 bits, 3 clusters
0x3038 1 ...XXX......XX.., 5 bits, 2 clusters
0x3039 1 X..XXX......XX.., 6 bits, 3 clusters
0x303c 1 ..XXXX......XX.., 6 bits, 2 clusters
0x303e 1 .XXXXX......XX.., 7 bits, 2 clusters
0x303f 1 XXXXXX......XX.., 8 bits, 2 clusters
0x3040 1 ......X.....XX.., 3 bits, 2 clusters
0x3041 1 X.....X.....XX.., 4 bits, 3 clusters
0x3042 1 .X....X.....XX.., 4 bits, 3 clusters
0x3043 1 XX....X.....XX.., 5 bits, 3 clusters
0x3044 1 ..X...X.....XX.., 4 bits, 3 clusters
0x3046 1 .XX...X.....XX.., 5 bits, 3 clusters
0x3047 1 XXX...X.....XX.., 6 bits, 3 clusters
0x3048 1 ...X..X.....XX.., 4 bits, 3 clusters
0x3049 1 X..X..X.....XX.., 5 bits, 4 clusters
0x304c 1 ..XX..X.....XX.., 5 bits, 3 clusters
0x304e 1 .XXX..X.....XX.., 6 bits, 3 clusters
0x304f 1 XXXX..X.....XX.., 7 bits, 3 clusters
0x3060 1 .....XX.....XX.., 4 bits, 2 clusters
0x3061 1 X....XX.....XX.., 5 bits, 3 clusters
0x3062 1 .X...XX.....XX.., 5 bits, 3 clusters
0x3063 1 XX...XX.....XX.., 6 bits, 3 clusters
0x3064 1 ..X..XX.....XX.., 5 bits, 3 clusters
0x3066 1 .XX..XX.....XX.., 6 bits, 3 clusters
0x3067 1 XXX..XX.....XX.., 7 bits, 3 clusters
0x3070 1 ....XXX.....XX.., 5 bits, 2 clusters
0x3071 1 X...XXX.....XX.., 6 bits, 3 clusters
0x3072 1 .X..XXX.....XX.., 6 bits, 3 clusters
0x3073 1 XX..XXX.....XX.., 7 bits, 3 clusters
0x3078 1 ...XXXX.....XX.., 6 bits, 2 clusters
0x3079 1 X..XXXX.....XX.., 7 bits, 3 clusters
0x307c 1 ..XXXXX.....XX.., 7 bits, 2 clusters
0x307e 1 .XXXXXX.....XX.., 8 bits, 2 clusters
0x307f 1 XXXXXXX.....XX.., 9 bits, 2 clusters
0x3080 1 .......X....XX.., 3 bits, 2 clusters
0x3081 1 X......X....XX.., 4 bits, 3 clusters
0x3082 1 .X.....X....XX.., 4 bits, 3 clusters
0x3083 1 XX.....X....XX.., 5 bits, 3 clusters
0x3084 1 ..X....X....XX.., 4 bits, 3 clusters
0x3086 1 .XX....X....XX.., 5 bits, 3 clusters
0x3087 1 XXX....X....XX.., 6 bits, 3 clusters
0x3088 1 ...X...X....XX.., 4 bits, 3 clusters
0x3089 1 X..X...X....XX.., 5 bits, 4 clusters
0x308c 1 ..XX...X....XX.., 5 bits, 3 clusters
0x308e 1 .XXX...X....XX.., 6 bits, 3 clusters
0x308f 1 XXXX...X....XX.., 7 bits, 3 clusters
0x3090 1 ....X..X....XX.., 4 bits, 3 clusters
0x3091 1 X...X..X....XX.., 5 bits, 4 clusters
0x3092 1 .X..X..X....XX.., 5 bits, 4 clusters
0x3093 1 XX..X..X....XX.., 6 bits, 4 clusters
0x3098 1 ...XX..X....XX.., 5 bits, 3 clusters
0x3099 1 X..XX..X....XX.., 6 bits, 4 clusters
0x309c 1 ..XXX..X....XX.., 6 bits, 3 clusters
0x309e 1 .XXXX..X....XX.., 7 bits, 3 clusters
0x309f 1 XXXXX..X....XX.., 8 bits, 3 clusters
0x30c0 1 ......XX....XX.., 4 bits, 2 clusters
0x30c1 1 X.....XX....XX.., 5 bits, 3 clusters
0x30c2 1 .X....XX....XX.., 5 bits, 3 clusters
0x30c3 1 XX....XX....XX.., 6 bits, 3 clusters
0x30c4 1 ..X...XX....XX.., 5 bits, 3 clusters
0x30c6 1 .XX...XX....XX.., 6 bits, 3 clusters
0x30c7 1 XXX...XX....XX.., 7 bits, 3 clusters
0x30c8 1 ...X..XX....XX.., 5 bits, 3 clusters
0x30c9 1 X..X..XX....XX.., 6 bits, 4 clusters
0x30cc 1 ..XX..XX....XX.., 6 bits, 3 clusters
0x30ce 1 .XXX..XX....XX.., 7 bits, 3 clusters
0x30cf 1 XXXX..XX....XX.., 8 bits, 3 clusters
0x30e0 1 .....XXX....XX.., 5 bits, 2 clusters
0x30e1 1 X....XXX....XX.., 6 bits, 3 clusters
0x30e2 1 .X...XXX....XX.., 6 bits, 3 clusters
0x30e3 1 XX...XXX....XX.., 7 bits, 3 clusters
0x30e4 1 ..X..XXX....XX.., 6 bits, 3 clusters
0x30e6 1 .XX..XXX....XX.., 7 bits, 3 clusters
0x30e7 1 XXX..XXX....XX.., 8 bits, 3 clusters
0x30f0 1 ....XXXX....XX.., 6 bits, 2 clusters
0x30f1 1 X...XXXX....XX.., 7 bits, 3 clusters
0x30f2 1 .X..XXXX....XX.., 7 bits, 3 clusters
0x30f3 1 XX..XXXX....XX.., 8 bits, 3 clusters
0x30f8 1 ...XXXXX....XX.., 7 bits, 2 clusters
0x30f9 1 X..XXXXX....XX.., 8 bits, 3 clusters
0x30fc 1 ..XXXXXX....XX.., 8 bits, 2 clusters
0x30fe 1 .XXXXXXX....XX.., 9 bits, 2 clusters
0x30ff 1 XXXXXXXX....XX.., 10 bits, 2 clusters
0x3100 1 ........X...XX.., 3 bits, 2 clusters
0x3101 1 X.......X...XX.., 4 bits, 3 clusters
0x3102 1 .X......X...XX.., 4 bits, 3 clusters
0x3103 1 XX......X...XX.., 5 bits, 3 clusters
0x3104 1 ..X.....X...XX.., 4 bits, 3 clusters
0x3106 1 .XX.....X...XX.., 5 bits, 3 clusters
0x3107 1 XXX.....X...XX.., 6 bits, 3 clusters
0x3108 1 ...X....X...XX.., 4 bits, 3 clusters
0x3109 1 X..X....X...XX.., 5 bits, 4 clusters
0x310c 1 ..XX....X...XX.., 5 bits, 3 clusters
0x310e 1 .XXX....X...XX.., 6 bits, 3 clusters
0x310f 1 XXXX....X...XX.., 7 bits, 3 clusters
0x3110 1 ....X...X...XX.., 4 bits, 3 clusters
0x3111 1 X...X...X...XX.., 5 bits, 4 clusters
0x3112 1 .X..X...X...XX.., 5 bits, 4 clusters
0x3113 1 XX..X...X...XX.., 6 bits, 4 clusters
0x3118 1 ...XX...X...XX.., 5 bits, 3 clusters
0x3119 1 X..XX...X...XX.., 6 bits, 4 clusters
0x311c 1 ..XXX...X...XX.., 6 bits, 3 clusters
0x311e 1 .XXXX...X...XX.., 7 bits, 3 clusters
0x311f 1 XXXXX...X...XX.., 8 bits, 3 clusters
0x3120 1 .....X..X...XX.., 4 bits, 3 clusters
0x3121 1 X....X..X...XX.., 5 bits, 4 clusters
0x3122 1 .X...X..X...XX.., 5 bits, 4 clusters
0x3123 1 XX...X..X...XX.., 6 bits, 4 clusters
0x3124 1 ..X..X..X...XX.., 5 bits, 4 clusters
0x3126 1 .XX..X..X...XX.., 6 bits, 4 clusters
0x3127 1 XXX..X..X...XX.., 7 bits, 4 clusters
0x3130 1 ....XX..X...XX.., 5 bits, 3 clusters
0x3131 1 X...XX..X...XX.., 6 bits, 4 clusters
0x3132 1 .X..XX..X...XX.., 6 bits, 4 clusters
0x3133 1 XX..XX..X...XX.., 7 bits, 4 clusters
0x3138 1 ...XXX..X...XX.., 6 bits, 3 clusters
0x3139 1 X..XXX..X...XX.., 7 bits, 4 clusters
0x313c 1 ..XXXX..X...XX.., 7 bits, 3 clusters
0x313e 1 .XXXXX..X...XX.., 8 bits, 3 clusters
0x313f 1 XXXXXX..X...XX.., 9 bits, 3 clusters
0x3180 1 .......XX...XX.., 4 bits, 2 clusters
0x3181 1 X......XX...XX.., 5 bits, 3 clusters
0x3182 1 .X.....XX...XX.., 5 bits, 3 clusters
0x3183 1 XX.....XX...XX.., 6 bits, 3 clusters
0x3184 1 ..X....XX...XX.., 5 bits, 3 clusters
0x3186 1 .XX....XX...XX.., 6 bits, 3 clusters
0x3187 1 XXX....XX...XX.., 7 bits, 3 clusters
0x3188 1 ...X...XX...XX.., 5 bits, 3 clusters
0x3189 1 X..X...XX...XX.., 6 bits, 4 clusters
0x318c 1 ..XX...XX...XX.., 6 bits, 3 clusters
0x318e 1 .XXX...XX...XX.., 7 bits, 3 clusters
0x318f 1 XXXX...XX...XX.., 8 bits, 3 clusters
0x3190 1 ....X..XX...XX.., 5 bits, 3 clusters
0x3191 1 X...X..XX...XX.., 6 bits, 4 clusters
0x3192 1 .X..X..XX...XX.., 6 bits, 4 clusters
0x3193 1 XX..X..XX...XX.., 7 bits, 4 clusters
0x3198 1 ...XX..XX...XX.., 6 bits, 3 clusters
0x3199 1 X..XX..XX...XX.., 7 bits, 4 clusters
0x319c 1 ..XXX..XX...XX.., 7 bits, 3 clusters
0x319e 1 .XXXX..XX...XX.., 8 bits, 3 clusters
0x319f 1 XXXXX..XX...XX.., 9 bits, 3 clusters
0x31c0 1 ......XXX...XX.., 5 bits, 2 clusters
0x31c1 1 X.....XXX...XX.., 6 bits, 3 clusters
0x31c2 1 .X....XXX...XX.., 6 bits, 3 clusters
0x31c3 1 XX....XXX...XX.., 7 bits, 3 clusters
